ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
italian-3_and-1-1,italian-3_and-1,e,848,false,expert,Dunn2012,,,
marathi-3_and-1-1,marathi-3_and-1,a.n.i,1591,false,expert,Dunn2012,,,
polish-3_and-1-1,polish-3_and-1,i,1103,false,expert,Dunn2012,,,
portuguesest-3_and-1-1,portuguesest-3_and-1,i,848,false,expert,Dunn2012,,,
russian-3_and-1-1,russian-3_and-1,i,1103,false,expert,Dunn2012,,,
spanish-3_and-1-1,spanish-3_and-1,i,848,false,expert,Dunn2012,,,
swedish-3_and-1-1,swedish-3_and-1,ɔ.kː,1303,false,expert,Dunn2012,,,
oriya-3_and-1-1,oriya-3_and-1,o,1,false,expert,Dunn2012,,,
bihari-3_and-1-1,bihari-3_and-1,au.r,1,false,expert,Dunn2012,,,
urdu-3_and-1-1,urdu-3_and-1,ʔ.ɔ.ɾ,1,false,expert,Dunn2012,,,
armenianmod-4_animal-1-1,armenianmod-4_animal-1,k.ɛ.n.tʰ.ɑ.n.i,3385,false,expert,Dunn2012,,,
bretonst-4_animal-1-1,bretonst-4_animal-1,ɑ̃.n.e.v.a.l,849,false,expert,Dunn2012,,,
catalan-4_animal-1-1,catalan-4_animal-1,ə.n.i.m.a.l,849,false,expert,Dunn2012,,,
czech-4_animal-1-1,czech-4_animal-1,z.v.iː.r̝.ɛ,1104,false,expert,Dunn2012,,,
danish-4_animal-1-1,danish-4_animal-1,d̥.yːʌ,177,false,expert,Dunn2012,,,
dutchlist-4_animal-1-1,dutchlist-4_animal-1,d.i.r,177,false,expert,Dunn2012,,,
english-4_animal-1-1,english-4_animal-1,æ.n.ɪ.m.ə.l,849,false,expert,Dunn2012,,,
french-4_animal-1-1,french-4_animal-1,a.n.i.m.a.l,849,false,expert,Dunn2012,,,
german-4_animal-1-1,german-4_animal-1,t.iːɐ̯,177,false,expert,Dunn2012,,,
greekmod-4_animal-1-1,greekmod-4_animal-1,z.o̞o̞,2176,false,expert,Dunn2012,,,
italian-4_animal-1-1,italian-4_animal-1,a.n.i.m.a.l.e,849,false,expert,Dunn2012,,,
polish-4_animal-1-1,polish-4_animal-1,z.vʲ.ɛ.ʒ.ɛ̃,1104,false,expert,Dunn2012,,,
portuguesest-4_animal-1-1,portuguesest-4_animal-1,ɐ.n.i.m.a.ɫ,849,false,expert,Dunn2012,,,
russian-4_animal-1-1,russian-4_animal-1,ʒ.ɨ.v.o.t.n.oe,2176,false,expert,Dunn2012,,,
spanish-4_animal-1-1,spanish-4_animal-1,a.n.i.m.a.l,849,false,expert,Dunn2012,,,
swedish-4_animal-1-1,swedish-4_animal-1,j.ʉː.r,177,false,expert,Dunn2012,,,
oriya-4_animal-1-1,oriya-4_animal-1,p.r.a.ɳ.i,849,false,expert,Dunn2012,,,
oriya-4_animal-2-1,oriya-4_animal-2,p.ɔ.s.u,2177,false,expert,Dunn2012,,,
bihari-4_animal-1-1,bihari-4_animal-1,j.a.n.b.ə.r,684,false,expert,Dunn2012,,,
oriya-4_animal-3-1,oriya-4_animal-3,ǰ.ɔ.n.t.u,684,false,expert,Dunn2012,,,
urdu-4_animal-1-1,urdu-4_animal-1,ʤ.ɑ.n.w.ə.ɾ,684,false,expert,Dunn2012,,,
bretonst-4_animal-2-1,bretonst-4_animal-2,l.o.ɛ̃.n,2429,false,expert,Dunn2012,,,
marathi-4_animal-1-1,marathi-4_animal-1,d.z.ə.n.a.w.ə.ɾ,684,false,expert,Dunn2012,,,
armenianmod-5_ashes-1-1,armenianmod-5_ashes-1,m.o.χ.i.ɾ,568,false,expert,Dunn2012,,,
bretonst-5_ashes-1-1,bretonst-5_ashes-1,l.yː.d.y,968,false,expert,Dunn2012,,,
catalan-5_ashes-1-1,catalan-5_ashes-1,s.ɛ.n.d.r.ə,850,false,expert,Dunn2012,,,
czech-5_ashes-1-1,czech-5_ashes-1,p.o.p.ɛ.l,1105,false,expert,Dunn2012,,,
danish-5_ashes-1-1,danish-5_ashes-1,a.s.g̥ʰ.ə,178,false,expert,Dunn2012,,,
dutchlist-5_ashes-1-1,dutchlist-5_ashes-1,ɑ.s,178,false,expert,Dunn2012,,,
english-5_ashes-1-1,english-5_ashes-1,æ.ʃ.ɪ.z,178,false,expert,Dunn2012,,,
french-5_ashes-1-1,french-5_ashes-1,s.ɑ̃.d.ʀ,850,false,expert,Dunn2012,,,
german-5_ashes-1-1,german-5_ashes-1,a.ʃ.ə,178,false,expert,Dunn2012,,,
greekmod-5_ashes-1-1,greekmod-5_ashes-1,s.t.a.x.t.i,1448,false,expert,Dunn2012,,,
italian-5_ashes-1-1,italian-5_ashes-1,ʧ.e.n.e.r.e,850,false,expert,Dunn2012,,,
marathi-5_ashes-1-1,marathi-5_ashes-1,ɾ.a.kʰ,1592,false,expert,Dunn2012,,,
polish-5_ashes-1-1,polish-5_ashes-1,p.ɔ.pʲ.u.w,1105,false,expert,Dunn2012,,,
portuguesest-5_ashes-1-1,portuguesest-5_ashes-1,s.ĩ.z.ɐ.ʃ,850,false,expert,Dunn2012,,,
russian-5_ashes-1-1,russian-5_ashes-1,z.o.l.a,3386,false,expert,Dunn2012,,,
spanish-5_ashes-1-1,spanish-5_ashes-1,θ.e.n.i.θ.a.s,850,false,expert,Dunn2012,,,
swedish-5_ashes-1-1,swedish-5_ashes-1,s.t.ɔ.f.t,1448,false,expert,Dunn2012,,,
bihari-5_ashes-1-1,bihari-5_ashes-1,cʰ.au.r,2182,false,expert,Dunn2012,,,
oriya-5_ashes-1-1,oriya-5_ashes-1,bʱ.ɔ.s.m.oɔ,2189,false,expert,Dunn2012,,,
oriya-5_ashes-2-1,oriya-5_ashes-2,p.aːũ.s.ɔ,3389,false,expert,Dunn2012,,,
urdu-5_ashes-1-1,urdu-5_ashes-1,ɾ.ɑ.kʰ,1592,false,expert,Dunn2012,,,
swedish-5_ashes-2-1,swedish-5_ashes-2,a.s.k.a,178,false,expert,Dunn2012,,,
marathi-5_ashes-2-1,marathi-5_ashes-2,bʱ.ə.s.m.ə,2189,false,expert,Dunn2012,,,
catalan-6_at-1-1,catalan-6_at-1,a,2542,false,expert,Dunn2012,,,
czech-6_at-1-1,czech-6_at-1,ʊ,2540,false,expert,Dunn2012,,,
danish-6_at-1-1,danish-6_at-1,v.e.ð,2545,false,expert,Dunn2012,,,
dutchlist-6_at-1-1,dutchlist-6_at-1,t.ə,2546,false,expert,Dunn2012,,,
english-6_at-1-1,english-6_at-1,æ.t,2542,false,expert,Dunn2012,,,
french-6_at-1-1,french-6_at-1,a,2542,false,expert,Dunn2012,,,
german-6_at-1-1,german-6_at-1,a.n,2544,false,expert,Dunn2012,,,
greekmod-6_at-1-1,greekmod-6_at-1,s.e̞,1449,false,expert,Dunn2012,,,
italian-6_at-1-1,italian-6_at-1,a,2542,false,expert,Dunn2012,,,
marathi-6_at-1-1,marathi-6_at-1,t,1659,false,expert,Dunn2012,,,
polish-6_at-1-1,polish-6_at-1,v,2535,false,expert,Dunn2012,,,
portuguesest-6_at-1-1,portuguesest-6_at-1,ɐ̃.j,2535,false,expert,Dunn2012,,,
russian-6_at-1-1,russian-6_at-1,v,2535,false,expert,Dunn2012,,,
spanish-6_at-1-1,spanish-6_at-1,a,2542,false,expert,Dunn2012,,,
swedish-6_at-1-1,swedish-6_at-1,v.iː.d,2545,false,expert,Dunn2012,,,
bretonst-6_at-1-1,bretonst-6_at-1,e,2535,false,expert,Dunn2012,,,
oriya-6_at-1-1,oriya-6_at-1,ʈʰ.a.r.e,2537,false,expert,Dunn2012,,,
oriya-6_at-2-1,oriya-6_at-2,r.e,2537,false,expert,Dunn2012,,,
urdu-6_at-1-1,urdu-6_at-1,p.ə.ɾ,2536,false,expert,Dunn2012,,,
czech-6_at-2-1,czech-6_at-2,p.r̝.ɪ,2538,false,expert,Dunn2012,,,
russian-6_at-2-1,russian-6_at-2,u,2540,false,expert,Dunn2012,,,
catalan-6_at-2-1,catalan-6_at-2,p.ə.r,3544,false,expert,Dunn2012,,,
portuguesest-6_at-2-1,portuguesest-6_at-2,a,2543,false,expert,Dunn2012,,,
swedish-6_at-2-1,swedish-6_at-2,p.oː,3561,false,expert,Dunn2012,,,
marathi-6_at-2-1,marathi-6_at-2,w.a.d.z.t.a,1829,false,expert,Dunn2012,,,
armenianmod-6_at-1-1,armenianmod-6_at-1,u.m,3582,false,expert,Dunn2012,,,
armenianmod-6_at-2-1,armenianmod-6_at-2,i.n,3588,false,expert,Dunn2012,,,
bretonst-7_back-1-1,bretonst-7_back-1,k.ɛ.j.n,969,false,expert,Dunn2012,,,
catalan-7_back-1-1,catalan-7_back-1,ə.s.p.a.ʎː.ə,2186,false,expert,Dunn2012,,,
danish-7_back-1-1,danish-7_back-1,b̥.ɛ.j,180,false,expert,Dunn2012,,,
dutchlist-7_back-1-1,dutchlist-7_back-1,r.ʏ.χ,2183,false,expert,Dunn2012,,,
english-7_back-1-1,english-7_back-1,b.æ.k,180,false,expert,Dunn2012,,,
french-7_back-1-1,french-7_back-1,d.o,851,false,expert,Dunn2012,,,
german-7_back-1-1,german-7_back-1,r.i.j.k.n̩,2183,false,expert,Dunn2012,,,
greekmod-7_back-1-1,greekmod-7_back-1,p.l.a.t.i,1580,false,expert,Dunn2012,,,
italian-7_back-1-1,italian-7_back-1,d.ɔ.sː.o,851,false,expert,Dunn2012,,,
marathi-7_back-1-1,marathi-7_back-1,p.a.tʰ,686,false,expert,Dunn2012,,,
polish-7_back-1-1,polish-7_back-1,p.l.ɛ.ʦ.ɨ,1885,false,expert,Dunn2012,,,
russian-7_back-1-1,russian-7_back-1,s.p.i.n.a,2059,false,expert,Dunn2012,,,
spanish-7_back-1-1,spanish-7_back-1,e.s.p.a.l.d.a,2186,false,expert,Dunn2012,,,
swedish-7_back-1-1,swedish-7_back-1,r.ʏ.g,2183,false,expert,Dunn2012,,,
bihari-7_back-1-1,bihari-7_back-1,p.i.ʈ.a,686,false,expert,Dunn2012,,,
bihari-7_back-2-1,bihari-7_back-2,ɖ.a.r,3391,false,expert,Dunn2012,,,
oriya-7_back-1-1,oriya-7_back-1,p.i.ʈʰ.i,686,false,expert,Dunn2012,,,
urdu-7_back-1-1,urdu-7_back-1,k.ə.m.ə.ɾ,3453,false,expert,Dunn2012,,,
catalan-7_back-2-1,catalan-7_back-2,ə.s.k.ɛ.n.ə,2551,false,expert,Dunn2012,,,
portuguesest-7_back-1-1,portuguesest-7_back-1,k.ɔ.ʃ.t.ɐ.ʃ,3533,false,expert,Dunn2012,,,
armenianmod-7_back-1-1,armenianmod-7_back-1,m.e.ʧʰ.kʰ,3589,false,expert,Dunn2012,,,
czech-7_back-1-1,czech-7_back-1,z.aː.d.a,3591,false,expert,Dunn2012,,,
bretonst-8_bad-1-1,bretonst-8_bad-1,f.a.l,970,false,expert,Dunn2012,,,
catalan-8_bad-1-1,catalan-8_bad-1,m.a.l,852,false,expert,Dunn2012,,,
danish-8_bad-1-1,danish-8_bad-1,ɔ.n,2191,false,expert,Dunn2012,,,
dutchlist-8_bad-1-1,dutchlist-8_bad-1,s.l.ɛ.χ.t,181,false,expert,Dunn2012,,,
english-8_bad-1-1,english-8_bad-1,b.æ.d,2194,false,expert,Dunn2012,,,
french-8_bad-1-1,french-8_bad-1,m.ɔ.v.ɛ,852,false,expert,Dunn2012,,,
german-8_bad-1-1,german-8_bad-1,ʃ.l.ɛ.ç.t,181,false,expert,Dunn2012,,,
greekmod-8_bad-1-1,greekmod-8_bad-1,k.a.k.o̞.s,1451,false,expert,Dunn2012,,,
italian-8_bad-1-1,italian-8_bad-1,k.a.tː.i.v.o,2196,false,expert,Dunn2012,,,
marathi-8_bad-1-1,marathi-8_bad-1,w.a͜iː.ʈ,3387,false,expert,Dunn2012,,,
polish-8_bad-1-1,polish-8_bad-1,z.w.ɨ,1197,false,expert,Dunn2012,,,
portuguesest-8_bad-1-1,portuguesest-8_bad-1,m.a.w,852,false,expert,Dunn2012,,,
russian-8_bad-1-1,russian-8_bad-1,p.l.o.x.o.j,3388,false,expert,Dunn2012,,,
spanish-8_bad-1-1,spanish-8_bad-1,m.a.l.o,852,false,expert,Dunn2012,,,
swedish-8_bad-1-1,swedish-8_bad-1,d.oː.l.ɪ.ɡ,2038,false,expert,Dunn2012,,,
armenianmod-8_bad-1-1,armenianmod-8_bad-1,v.ɑ.t,2190,false,expert,Dunn2012,,,
bihari-8_bad-1-1,bihari-8_bad-1,kʰ.ə.r.a.p,4,false,expert,Dunn2012,,,
oriya-8_bad-1-1,oriya-8_bad-1,kʰ.ɔ.r.a.p.ɔ,4,false,expert,Dunn2012,,,
urdu-8_bad-1-1,urdu-8_bad-1,b.ʊ.ɾ.ɑ,2553,false,expert,Dunn2012,,,
swedish-8_bad-2-1,swedish-8_bad-2,u.n.d,2191,false,expert,Dunn2012,,,
swedish-8_bad-3-1,swedish-8_bad-3,ʉː.s.ə.l,2195,false,expert,Dunn2012,,,
urdu-8_bad-2-1,urdu-8_bad-2,χ.ə.ɾ.ɑ.b,4,false,expert,Dunn2012,,,
czech-8_bad-1-1,czech-8_bad-1,z.l.iː,1197,false,expert,Dunn2012,,,
czech-9_bark-1-1,czech-9_bark-1,k.uː.r.a,182,false,expert,Dunn2012,,,
catalan-9_bark-1-1,catalan-9_bark-1,ə.s.k.ɔ.r.s.ə,182,false,expert,Dunn2012,,,
bretonst-9_bark-1-1,bretonst-9_bark-1,r.y.s.k,971,false,expert,Dunn2012,,,
danish-9_bark-1-1,danish-9_bark-1,b̥.ɑː.g̥ʰ,1305,false,expert,Dunn2012,,,
dutchlist-9_bark-1-1,dutchlist-9_bark-1,s.χ.ɔ.r.s,182,false,expert,Dunn2012,,,
english-9_bark-1-1,english-9_bark-1,b.ɑː.k,1305,false,expert,Dunn2012,,,
french-9_bark-1-1,french-9_bark-1,e.k.ɔ.ʀ.s,182,false,expert,Dunn2012,,,
german-9_bark-1-1,german-9_bark-1,r.ɪ.n.d.ə,1438,false,expert,Dunn2012,,,
greekmod-9_bark-1-1,greekmod-9_bark-1,ð.e̞.n.d.r.o̞.f.l.u.ð.a,3390,false,expert,Dunn2012,,,
italian-9_bark-1-1,italian-9_bark-1,s.k.ɔ.r.d.z.a,182,false,expert,Dunn2012,,,
marathi-9_bark-1-1,marathi-9_bark-1,s.a.l,750,false,expert,Dunn2012,,,
polish-9_bark-1-1,polish-9_bark-1,k.ɔ.r.a,182,false,expert,Dunn2012,,,
russian-9_bark-1-1,russian-9_bark-1,k.o.r.a,182,false,expert,Dunn2012,,,
spanish-9_bark-1-1,spanish-9_bark-1,k.o.ɾ.t.e.θ.a,182,false,expert,Dunn2012,,,
swedish-9_bark-1-1,swedish-9_bark-1,b.a.r.k,1305,false,expert,Dunn2012,,,
bihari-9_bark-1-1,bihari-9_bark-1,cʰ.a.l,750,false,expert,Dunn2012,,,
oriya-9_bark-1-1,oriya-9_bark-1,č.h.e.l.i,750,false,expert,Dunn2012,,,
oriya-9_bark-2-1,oriya-9_bark-2,b.ɔ.k.ɔ.ɭ.ɔ,1798,false,expert,Dunn2012,,,
urdu-9_bark-1-1,urdu-9_bark-1,ʧ.ɑ.l,750,false,expert,Dunn2012,,,
german-9_bark-2-1,german-9_bark-2,b.ɔ.r.k.ə,1305,false,expert,Dunn2012,,,
italian-9_bark-2-1,italian-9_bark-2,k.o.r.t.e.t.ʧ.a,182,false,expert,Dunn2012,,,
armenianmod-9_bark-1-1,armenianmod-9_bark-1,k.ɛ.ʁ.ɛ.v,570,false,expert,Dunn2012,,,
portuguesest-9_bark-1-1,portuguesest-9_bark-1,k.a.ʃ.k.ɐ,182,false,expert,Dunn2012,,,
german-10_because-1-1,german-10_because-1,v.ai.l,1439,false,expert,Dunn2012,,,
bretonst-10_because-1-1,bretonst-10_because-1,p.ɛ.g.w.iː.r,3392,false,expert,Dunn2012,,,
marathi-10_because-1-1,marathi-10_because-1,k.a.ɾ.ə.ɳ,751,false,expert,Dunn2012,,,
swedish-10_because-1-1,swedish-10_because-1,e.m.eː.d.a.n,2100,false,expert,Dunn2012,,,
armenianmod-10_because-1-1,armenianmod-10_because-1,v.o.ɾ.o.v.h.ɛ.t.ɛ.v,3393,false,expert,Dunn2012,,,
english-10_because-1-1,english-10_because-1,b.ɪ.k.ɒ.z,1341,false,expert,Dunn2012,,,
oriya-10_because-1-1,oriya-10_because-1,k.a.r.ɔ.ɳ.ɔ,751,false,expert,Dunn2012,,,
oriya-10_because-2-1,oriya-10_because-2,h.e.t.u,3397,false,expert,Dunn2012,,,
oriya-10_because-3-1,oriya-10_because-3,j.o.g.u,3398,false,expert,Dunn2012,,,
oriya-10_because-4-1,oriya-10_because-4,b.o.l.i,3399,false,expert,Dunn2012,,,
urdu-10_because-1-1,urdu-10_because-1,k.j.uː.-.k.e,1660,false,expert,Dunn2012,,,
polish-10_because-1-1,polish-10_because-1,b.ɔ,2096,false,expert,Dunn2012,,,
greekmod-10_because-1-1,greekmod-10_because-1,ð.io̞.t.i,3580,false,expert,Dunn2012,,,
czech-11_belly-1-1,czech-11_belly-1,b.r̝.ɪ.x.o,1218,false,expert,Dunn2012,,,
english-11_belly-1-1,english-11_belly-1,b.ɛ.l.ɪ,184,false,expert,Dunn2012,,,
bretonst-11_belly-1-1,bretonst-11_belly-1,k.oː.f,973,false,expert,Dunn2012,,,
catalan-11_belly-1-1,catalan-11_belly-1,b.e.n.t.r.ə,854,false,expert,Dunn2012,,,
danish-11_belly-1-1,danish-11_belly-1,b̥.u,184,false,expert,Dunn2012,,,
dutchlist-11_belly-1-1,dutchlist-11_belly-1,b.œy.k,184,false,expert,Dunn2012,,,
french-11_belly-1-1,french-11_belly-1,v.ɑ̃.t.ʀ,854,false,expert,Dunn2012,,,
german-11_belly-1-1,german-11_belly-1,b.au.x,184,false,expert,Dunn2012,,,
greekmod-11_belly-1-1,greekmod-11_belly-1,c.i.ʎ.a,1454,false,expert,Dunn2012,,,
italian-11_belly-1-1,italian-11_belly-1,v.ɛ.n.t.r.e,854,false,expert,Dunn2012,,,
marathi-11_belly-1-1,marathi-11_belly-1,p.o.ʈ,752,false,expert,Dunn2012,,,
polish-11_belly-1-1,polish-11_belly-1,b.ʒ.u.x,1218,false,expert,Dunn2012,,,
portuguesest-11_belly-1-1,portuguesest-11_belly-1,v.ẽ.t.ɾ.ɨ,854,false,expert,Dunn2012,,,
russian-11_belly-1-1,russian-11_belly-1,z.i.v.o.t,2238,false,expert,Dunn2012,,,
swedish-11_belly-1-1,swedish-11_belly-1,b.ʉː.k,184,false,expert,Dunn2012,,,
bihari-11_belly-1-1,bihari-11_belly-1,p.e.ʈ,752,false,expert,Dunn2012,,,
oriya-11_belly-1-1,oriya-11_belly-1,p.e.ʈ.ɔ,752,false,expert,Dunn2012,,,
urdu-11_belly-1-1,urdu-11_belly-1,p.e.ʈ,752,false,expert,Dunn2012,,,
spanish-11_belly-1-1,spanish-11_belly-1,b.a.r.i.ɣ.a,3610,false,expert,Dunn2012,,,
portuguesest-11_belly-2-1,portuguesest-11_belly-2,b.ɐ.ʁ.i.ɣ.ɐ,3634,false,expert,Dunn2012,,,
catalan-11_belly-2-1,catalan-11_belly-2,p.a.n.ʃ.ə,3167,false,expert,Dunn2012,,,
armenianmod-12_big-1-1,armenianmod-12_big-1,m.ɛ.ʦ,360,false,expert,Dunn2012,,,
czech-12_big-1-1,czech-12_big-1,v.ɛ.l.k.iː,1219,false,expert,Dunn2012,,,
bretonst-12_big-1-1,bretonst-12_big-1,b.ʁ.a.z,855,false,expert,Dunn2012,,,
catalan-12_big-1-1,catalan-12_big-1,g.r.a.n,855,false,expert,Dunn2012,,,
danish-12_big-1-1,danish-12_big-1,s.d̥ʰ.oɐ̯,2203,false,expert,Dunn2012,,,
dutchlist-12_big-1-1,dutchlist-12_big-1,ɣ.r.o.t,185,false,expert,Dunn2012,,,
english-12_big-1-1,english-12_big-1,b.ɪ.g,1342,false,expert,Dunn2012,,,
french-12_big-1-1,french-12_big-1,g.ʀ.ɑ̃,855,false,expert,Dunn2012,,,
german-12_big-1-1,german-12_big-1,g.r.oː.s,185,false,expert,Dunn2012,,,
greekmod-12_big-1-1,greekmod-12_big-1,m.e̞.ɣ.a.l.o̞.s,360,false,expert,Dunn2012,,,
italian-12_big-1-1,italian-12_big-1,g.r.a.n.d.e,855,false,expert,Dunn2012,,,
marathi-12_big-1-1,marathi-12_big-1,m.o.ʈʰ.ə,1593,false,expert,Dunn2012,,,
polish-12_big-1-1,polish-12_big-1,vʲ.ɛ.l.kʲ.i,1219,false,expert,Dunn2012,,,
portuguesest-12_big-1-1,portuguesest-12_big-1,ɡ.ɾ.ɐ̃.ð.ɨ,855,false,expert,Dunn2012,,,
russian-12_big-1-1,russian-12_big-1,b.o.lʲ.ʃ.o.j,3394,false,expert,Dunn2012,,,
spanish-12_big-1-1,spanish-12_big-1,ɡ.ɾ.a.n.d.e,855,false,expert,Dunn2012,,,
swedish-12_big-1-1,swedish-12_big-1,g.r.uː.v,185,false,expert,Dunn2012,,,
bihari-12_big-1-1,bihari-12_big-1,n.ə.m.h.ə.r,3396,false,expert,Dunn2012,,,
oriya-12_big-1-1,oriya-12_big-1,b.ɔ.ɽ.ɔ,753,false,expert,Dunn2012,,,
urdu-12_big-1-1,urdu-12_big-1,b.ə.ɽ.ɛ,753,false,expert,Dunn2012,,,
russian-12_big-2-1,russian-12_big-2,v.e.l.i.k.i.j,1219,false,expert,Dunn2012,,,
bretonst-12_big-2-1,bretonst-12_big-2,m.ø.ʁ,3572,false,expert,Dunn2012,,,
catalan-12_big-2-1,catalan-12_big-2,ʎ.a.ɾ.k,3668,false,expert,Dunn2012,,,
armenianmod-13_bird-1-1,armenianmod-13_bird-1,tʰ.ə.r.ʧʰ.u.n,571,false,expert,Dunn2012,,,
czech-13_bird-1-1,czech-13_bird-1,p.t.aː.k,1109,false,expert,Dunn2012,,,
bretonst-13_bird-1-1,bretonst-13_bird-1,ẽ.w.n,974,false,expert,Dunn2012,,,
catalan-13_bird-1-1,catalan-13_bird-1,u.s.e.ʎ,856,false,expert,Dunn2012,,,
danish-13_bird-1-1,danish-13_bird-1,f.u.l,186,false,expert,Dunn2012,,,
dutchlist-13_bird-1-1,dutchlist-13_bird-1,v.o.ɣ.ə.l,186,false,expert,Dunn2012,,,
english-13_bird-1-1,english-13_bird-1,b.ɜː.d,3395,false,expert,Dunn2012,,,
french-13_bird-1-1,french-13_bird-1,w.a.z.o,856,false,expert,Dunn2012,,,
german-13_bird-1-1,german-13_bird-1,f.oː.g.l̩,186,false,expert,Dunn2012,,,
greekmod-13_bird-1-1,greekmod-13_bird-1,p.u.l.i,1455,false,expert,Dunn2012,,,
italian-13_bird-1-1,italian-13_bird-1,u.t.ʧ.ɛ.lː.o,856,false,expert,Dunn2012,,,
marathi-13_bird-1-1,marathi-13_bird-1,p.ə.k.ʂ.i,754,false,expert,Dunn2012,,,
polish-13_bird-1-1,polish-13_bird-1,p.t.a.k,1109,false,expert,Dunn2012,,,
portuguesest-13_bird-1-1,portuguesest-13_bird-1,a.v.ɨ,856,false,expert,Dunn2012,,,
russian-13_bird-1-1,russian-13_bird-1,p.t.i.t.s.a,1109,false,expert,Dunn2012,,,
swedish-13_bird-1-1,swedish-13_bird-1,f.oː.g.ə.l,186,false,expert,Dunn2012,,,
bihari-13_bird-1-1,bihari-13_bird-1,c.i.r.əi,2204,false,expert,Dunn2012,,,
oriya-13_bird-1-1,oriya-13_bird-1,p.ɔ.kʰ.i,754,false,expert,Dunn2012,,,
urdu-13_bird-1-1,urdu-13_bird-1,p.ɾ.ɪ.n.d̪.ə.h,1831,false,expert,Dunn2012,,,
catalan-13_bird-2-1,catalan-13_bird-2,m.u.ʃ.o,3530,false,expert,Dunn2012,,,
bretonst-13_bird-2-1,bretonst-13_bird-2,l.aː.b.u.s,2205,false,expert,Dunn2012,,,
spanish-13_bird-1-1,spanish-13_bird-1,p.a.x.a.ɾ.o,3604,false,expert,Dunn2012,,,
portuguesest-13_bird-2-1,portuguesest-13_bird-2,p.a.s.ɐ.ɾ.u,3638,false,expert,Dunn2012,,,
armenianmod-14_bite-1-1,armenianmod-14_bite-1,k.ə.ʦ.ɛ.l,2028,false,expert,Dunn2012,,,
czech-14_bite-1-1,czech-14_bite-1,k.oʊ̯.s.a.t,1220,false,expert,Dunn2012,,,
bretonst-14_bite-1-1,bretonst-14_bite-1,k.r.ɛː.g.ĩ.n,975,false,expert,Dunn2012,,,
catalan-14_bite-1-1,catalan-14_bite-1,m.u.s.ə.ɣ.a,1257,false,expert,Dunn2012,,,
danish-14_bite-1-1,danish-14_bite-1,b̥.iː.ð.ə,187,false,expert,Dunn2012,,,
